-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500,-42500
17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,8750,8750,8750,8750,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,8750,8750,8750,8750,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,8750,8750,8750,8750,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,8750,8750,8750,8750,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500,17500
684.706671,651.770324,619.038414,587.4375,557.894142,531.3349,508.686332,490.875,476.282728,463.389887,453.270853,447,443.232955,440.130682,438.025568,437.25,438.762474,442.830138,448.748358,455.8125,466.867425,483.983827,505.295815,528.9375,559.310204,597.653057,637.356882,671.8125,702.514573,732.493739,757.444786,773.0625,782.077347,789.539239,794.622136,796.5,795.089324,791.660072,787.416409,783.5625,779.679294,775.371178,771.877473,770.4375,771.475756,773.815557,776.294455,777.75,778.268045,778.684443,778.961744,779.0625,776.804999,771.495621,765.329058,760.5,756.872114,753.348129,750.68133,749.625,750.075439,751.294922,753.085693,755.25,758.690902,764.171833,771.285598,779.625,791.08354,806.677118,824.682137,843.375,863.071461,884.749143,907.677254,931.125,955.326121,980.603607,1006.36054,1032,1062.24403,1095.78463,1122.97978,1134.1875,1132.69552,1128.50575,1122.04748,1113.75,1091.72895,1050.6012,1000.54785,951.75,905.557417,856.658676,805.243097,751.5,751.5,805.243097,856.658676,905.557417,951.75,1000.54785,1050.6012,1091.72895,1113.75,1122.04748,1128.50575,1132.69552,1134.1875,1122.97978,1095.78463,1062.24403,1032,1006.36054,980.603607,955.326121,931.125,907.677254,884.749143,863.071461,843.375,824.682137,806.677118,791.08354,779.625,771.285598,764.171833,758.690902,755.25,753.085693,751.294922,750.075439,749.625,750.68133,753.348129,756.872114,760.5,765.329058,771.495621,776.804999,779.0625,778.961744,778.684443,778.268045,777.75,776.294455,773.815557,771.475756,770.4375,771.877473,775.371178,779.679294,783.5625,787.416409,791.660072,795.089324,796.5,794.622136,789.539239,782.077347,773.0625,757.444786,732.493739,702.514573,671.8125,637.356882,597.653057,559.310204,528.9375,505.295815,483.983827,466.867425,455.8125,448.748358,442.830138,438.762474,437.25,438.025568,440.130682,443.232955,447,453.270853,463.389887,476.282728,490.875,508.686332,531.3349,557.894142,587.4375,619.038414,651.770324,684.706671
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-29.7105484,-116.190531,-263.456528,-501.769358,-837.777122,-1217.47739,-1716.64658,-2297.17312,-2925.0398,-3561.49899,-4142.22851,-4524.96432,-4754.94564,-4832.30203,-4836.96345,-4949.78882,-4958.2016,-4232.63184,-4223.069,-4522.53554,-5994.79715,-6606.17953,-7223.99536,-7350.71528,-6980.16611,-6599.38357,-6031.76723,-5847.86252,-5810.56604,-4866.56135,-5037.066,-5284.81514,-6306.72342,-5990.9639,-5280.26389,-4826.47202,-4398.70191,-4115.07297,-3738.12103,-3395.18761,-3211.09956,-2626.85339,-2491.82904,-2424.84396,-2485.54851,-2057.09915,-1688.88569,-1391.92822,-1073.60503,-765.110146,-518.523787,-334.402905,-211.737304,-109.604679,-32.1597928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32.1597928,-109.604679,-211.737304,-334.402905,-518.523787,-765.110146,-1073.60503,-1391.92822,-1688.88569,-2057.09915,-2485.54851,-2424.84396,-2491.82904,-2626.85339,-3211.09956,-3395.18761,-3738.12103,-4115.07297,-4398.70191,-4826.47202,-5280.26389,-5990.9639,-6306.72342,-5284.81514,-5037.066,-4866.56135,-5810.56604,-5847.86252,-6031.76723,-6599.38357,-6980.16611,-7350.71528,-7223.99536,-6606.17953,-5994.79715,-4522.53554,-4223.069,-4232.63184,-4958.2016,-4949.78882,-4836.96345,-4832.30203,-4754.94564,-4524.96432,-4142.22851,-3561.49899,-2925.0398,-2297.17312,-1716.64658,-1217.47739,-837.777122,-501.769358,-263.456528,-116.190531,-29.7105484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22.3621537,-76.5258782,-148.350558,-224.368412,-296.015593,-387.045872,-417.191504,-507.269696,-686.122345,-1078.74834,-1361.22561,-1602.4759,-1756.5953,-1665.119,-1731.43972,-1823.70355,-2083.79137,-2443.91221,-3061.08321,-3150.9225,-3253.28473,-3360.56146,-3360.67304,-3286.90521,-2743.59146,-2431.48136,-2159.13175,-2154.59044,-2283.87393,-2641.00841,-2761.82452,-2947.55913,-3015.35002,-3020.89183,-2788.1624,-2543.64798,-2305.843,-2098.1149,-1847.48885,-1713.26922,-1604.63574,-1514.47839,-1357.3878,-1225.97286,-1039.44964,-867.879507,-682.242993,-548.353707,-449.332822,-375.961221,-292.194655,-220.245796,-144.915707,-67.5134515,-16.6786241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16.6786241,-67.5134515,-144.915707,-220.245796,-292.194655,-375.961221,-449.332822,-548.353707,-682.242993,-867.879507,-1039.44964,-1225.97286,-1357.3878,-1514.47839,-1604.63574,-1713.26922,-1847.48885,-2098.1149,-2305.843,-2543.64798,-2788.1624,-3020.89183,-3015.35002,-2947.55913,-2761.82452,-2641.00841,-2283.87393,-2154.59044,-2159.13175,-2431.48136,-2743.59146,-3286.90521,-3360.67304,-3360.56146,-3253.28473,-3150.9225,-3061.08321,-2443.91221,-2083.79137,-1823.70355,-1731.43972,-1665.119,-1756.5953,-1602.4759,-1361.22561,-1078.74834,-686.122345,-507.269696,-417.191504,-387.045872,-296.015593,-224.368412,-148.350558,-76.5258782,-22.3621537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362.478543,358.574936,354.785859,351.1625,347.756047,344.617687,341.798609,339.35,336.953637,334.601844,332.811629,332.1,332.137686,332.248934,332.431027,332.68125,334.559332,339.301399,346.419329,355.425,373.452619,405.414421,447.489325,495.85625,561.095399,649.019324,748.655461,849.03125,952.002827,1062.47674,1174.05603,1280.34375,1393.03211,1511.29996,1609.98033,1663.90625,1685.16503,1701.82673,1712.6985,1716.5875,1706.07753,1680.54999,1649.00839,1620.45625,1595.70791,1570.49035,1546.17605,1524.1375,1506.218,1490.87504,1474.40238,1453.09375,1420.48961,1377.1166,1329.74779,1285.15625,1242.83572,1199.92797,1159.6781,1125.33125,1099.18245,1077.77467,1055.72486,1027.65,986.004693,932.705698,876.563229,826.3875,782.294477,739.895581,701.244207,668.39375,640.885545,616.556155,594.901812,575.41875,558.282826,543.136733,528.676961,513.6,496.687798,478.919812,462.288795,448.7875,438.530377,429.826626,421.961124,414.21875,406.116661,398.096426,390.82954,384.9875,380.273699,376.09242,372.666494,370.21875,370.21875,372.666494,376.09242,380.273699,384.9875,390.82954,398.096426,406.116661,414.21875,421.961124,429.826626,438.530377,448.7875,462.288795,478.919812,496.687798,513.6,528.676961,543.136733,558.282826,575.41875,594.901812,616.556155,640.885545,668.39375,701.244207,739.895581,782.294477,826.3875,876.563229,932.705698,986.004693,1027.65,1055.72486,1077.77467,1099.18245,1125.33125,1159.6781,1199.92797,1242.83572,1285.15625,1329.74779,1377.1166,1420.48961,1453.09375,1474.40238,1490.87504,1506.218,1524.1375,1546.17605,1570.49035,1595.70791,1620.45625,1649.00839,1680.54999,1706.07753,1716.5875,1712.6985,1701.82673,1685.16503,1663.90625,1609.98033,1511.29996,1393.03211,1280.34375,1174.05603,1062.47674,952.002827,849.03125,748.655461,649.019324,561.095399,495.85625,447.489325,405.414421,373.452619,355.425,346.419329,339.301399,334.559332,332.68125,332.431027,332.248934,332.137686,332.1,332.811629,334.601844,336.953637,339.35,341.798609,344.617687,347.756047,351.1625,354.785859,358.574936,362.478543
7511.47598,7216.56198,6931.12463,6658.05,6400.22415,6160.53316,5941.86309,5747.1,5569.51931,5404.94907,5260.1043,5141.7,5041.79303,4952.22714,4879.39768,4829.7,4794.825,4764.9,4743.975,4736.1,4745.01829,4769.2446,4804.98611,4848.45,4921.23454,5039.1188,5189.58116,5360.1,5573.46227,5847.34284,6161.55199,6495.9,6872.07213,7300.17564,7742.65384,8161.95,8561.70015,8958.07665,9332.32733,9665.7,9962.22124,10236.0654,10483.7018,10701.6,10915.708,11125.8274,11289.2081,11363.1,11376.3548,11386.1487,11392.2183,11394.3,11343.4015,11219.0456,11063.7419,10920,10769.4377,10599.1294,10459.7688,10402.05,10403.6839,10408.4947,10416.3456,10427.1,10524.9542,10745.5589,11015.9592,11263.2,11490.4039,11728.9718,11948.3663,12118.05,12251.0649,12370.8698,12462.5522,12511.2,12531.4695,12547.2548,12557.5002,12561.15,12506.4679,12366.4435,12177.1099,11974.5,11739.8776,11445.7273,11114.9134,10770.3,10404.1204,10004.0628,9586.1738,9166.5,8747.35392,8320.48196,7886.08152,7444.35,7444.35,7886.08152,8320.48196,8747.35392,9166.5,9586.1738,10004.0628,10404.1204,10770.3,11114.9134,11445.7273,11739.8776,11974.5,12177.1099,12366.4435,12506.4679,12561.15,12557.5002,12547.2548,12531.4695,12511.2,12462.5522,12370.8698,12251.0649,12118.05,11948.3663,11728.9718,11490.4039,11263.2,11015.9592,10745.5589,10524.9542,10427.1,10416.3456,10408.4947,10403.6839,10402.05,10459.7688,10599.1294,10769.4377,10920,11063.7419,11219.0456,11343.4015,11394.3,11392.2183,11386.1487,11376.3548,11363.1,11289.2081,11125.8274,10915.708,10701.6,10483.7018,10236.0654,9962.22124,9665.7,9332.32733,8958.07665,8561.70015,8161.95,7742.65384,7300.17564,6872.07213,6495.9,6161.55199,5847.34284,5573.46227,5360.1,5189.58116,5039.1188,4921.23454,4848.45,4804.98611,4769.2446,4745.01829,4736.1,4743.975,4764.9,4794.825,4829.7,4879.39768,4952.22714,5041.79303,5141.7,5260.1043,5404.94907,5569.51931,5747.1,5941.86309,6160.53316,6400.22415,6658.05,6931.12463,7216.56198,7511.47598
1232.94413,1173.58742,1114.58061,1057.6035,1004.33592,956.457682,915.648603,883.5885,857.355134,834.189659,816.016979,804.762,798.005957,792.443503,788.669673,787.2795,790.000596,797.319007,807.967414,820.6785,840.577822,871.393249,909.760926,952.317,1006.96788,1075.94594,1147.37628,1209.384,1264.68026,1318.69797,1363.64481,1391.7285,1407.87769,1421.23484,1430.32831,1433.6865,1431.17957,1425.07872,1417.51389,1410.615,1403.60431,1395.79353,1389.44673,1386.828,1388.74447,1393.05571,1397.60447,1400.2335,1401.11386,1401.81554,1402.2797,1402.4475,1398.368,1388.77545,1377.6388,1368.927,1362.39629,1356.05805,1351.26391,1349.3655,1350.03683,1352.0061,1355.20619,1359.57,1406.20733,1502.40915,1597.38015,1640.325,1621.25297,1579.2945,1537.33603,1518.264,1535.04472,1576.1852,1627.88296,1676.3355,1719.86644,1765.30215,1811.59429,1857.6945,1912.10923,1972.4704,2021.41787,2041.5915,2038.92059,2031.41807,2019.84927,2004.9795,1965.35476,1891.26292,1801.08212,1713.1905,1630.03086,1542.01945,1449.49456,1352.7945,1352.7945,1449.49456,1542.01945,1630.03086,1713.1905,1801.08212,1891.26292,1965.35476,2004.9795,2019.84927,2031.41807,2038.92059,2041.5915,2021.41787,1972.4704,1912.10923,1857.6945,1811.59429,1765.30215,1719.86644,1676.3355,1627.88296,1576.1852,1535.04472,1518.264,1537.33603,1579.2945,1621.25297,1640.325,1597.38015,1502.40915,1406.20733,1359.57,1355.20619,1352.0061,1350.03683,1349.3655,1351.26391,1356.05805,1362.39629,1368.927,1377.6388,1388.77545,1398.368,1402.4475,1402.2797,1401.81554,1401.11386,1400.2335,1397.60447,1393.05571,1388.74447,1386.828,1389.44673,1395.79353,1403.60431,1410.615,1417.51389,1425.07872,1431.17957,1433.6865,1430.32831,1421.23484,1407.87769,1391.7285,1363.64481,1318.69797,1264.68026,1209.384,1147.37628,1075.94594,1006.96788,952.317,909.760926,871.393249,840.577822,820.6785,807.967414,797.319007,790.000596,787.2795,788.669673,792.443503,798.005957,804.762,816.016979,834.189659,857.355134,883.5885,915.648603,956.457682,1004.33592,1057.6035,1114.58061,1173.58742,1232.94413
837.179153,810.148642,782.713998,755.9265,730.837424,708.498047,689.959647,676.2735,665.441384,655.793203,648.87242,646.2225,646.456794,647.134284,648.216882,649.6665,655.691677,668.69208,685.916319,704.613,726.423068,753.722285,784.861484,818.1915,858.588334,906.033689,951.536949,986.1075,1011.84945,1034.96024,1052.58929,1061.886,1065.33914,1067.69716,1069.49898,1071.2835,1073.00945,1074.48877,1076.0402,1077.9825,1080.53942,1083.69012,1087.38638,1091.58,1098.03351,1106.47712,1113.81417,1116.948,1116.84411,1116.54496,1116.06933,1115.436,1111.70845,1104.42554,1097.31911,1094.121,1094.6661,1096.14948,1098.34324,1101.0195,1105.70448,1113.35924,1122.90813,1133.2755,1145.05651,1159.17786,1175.06115,1192.128,1211.08892,1232.3865,1255.04045,1278.0705,1301.25506,1325.16928,1350.02799,1376.046,1404.24124,1434.32029,1464.53094,1493.121,1524.29162,1557.5126,1583.93465,1594.7085,1583.58933,1554.77001,1515.0578,1471.26,1413.43642,1335.9428,1252.03028,1174.95,1106.70719,1040.54691,976.580052,914.9175,914.9175,976.580052,1040.54691,1106.70719,1174.95,1252.03028,1335.9428,1413.43642,1471.26,1515.0578,1554.77001,1583.58933,1594.7085,1583.93465,1557.5126,1524.29162,1493.121,1464.53094,1434.32029,1404.24124,1376.046,1350.02799,1325.16928,1301.25506,1278.0705,1255.04045,1232.3865,1211.08892,1192.128,1175.06115,1159.17786,1145.05651,1133.2755,1122.90813,1113.35924,1105.70448,1101.0195,1098.34324,1096.14948,1094.6661,1094.121,1097.31911,1104.42554,1111.70845,1115.436,1116.06933,1116.54496,1116.84411,1116.948,1113.81417,1106.47712,1098.03351,1091.58,1087.38638,1083.69012,1080.53942,1077.9825,1076.0402,1074.48877,1073.00945,1071.2835,1069.49898,1067.69716,1065.33914,1061.886,1052.58929,1034.96024,1011.84945,986.1075,951.536949,906.033689,858.588334,818.1915,784.861484,753.722285,726.423068,704.613,685.916319,668.69208,655.691677,649.6665,648.216882,647.134284,646.456794,646.2225,648.87242,655.793203,665.441384,676.2735,689.959647,708.498047,730.837424,755.9265,782.713998,810.148642,837.179153
1647.4659,1639.41123,1630.4901,1621.35,1612.63844,1605.00291,1599.09093,1595.55,1593.54493,1591.91521,1590.82039,1590.42,1591.54311,1594.35495,1598.01932,1601.7,1605.50914,1609.88511,1614.48102,1618.95,1622.88499,1626.57594,1630.72141,1636.02,1643.44001,1653.27868,1665.22801,1678.98,1699.40655,1726.41763,1752.26241,1769.19,1777.50122,1783.57786,1788.79058,1794.51,1802.20949,1810.78983,1817.76275,1820.64,1820.55733,1820.31705,1819.93074,1819.41,1816.73453,1810.92202,1803.54099,1796.16,1787.27585,1776.53956,1767.25099,1762.71,1761.94762,1761.55424,1761.16874,1760.43,1757.661,1752.19425,1745.18287,1737.78,1727.60962,1714.56074,1703.18398,1698.03,1697.6479,1697.44678,1697.26727,1696.95,1696.36526,1695.43746,1694.08844,1692.24,1684.54456,1670.23053,1656.08373,1648.89,1647.58392,1646.60237,1645.98464,1645.77,1653.25674,1670.95464,1691.72022,1708.41,1721.61697,1734.72036,1744.75607,1748.76,1744.91769,1735.41634,1723.29432,1711.59,1700.68959,1688.99741,1676.57903,1663.5,1663.5,1676.57903,1688.99741,1700.68959,1711.59,1723.29432,1735.41634,1744.91769,1748.76,1744.75607,1734.72036,1721.61697,1708.41,1691.72022,1670.95464,1653.25674,1645.77,1645.98464,1646.60237,1647.58392,1648.89,1656.08373,1670.23053,1684.54456,1692.24,1694.08844,1695.43746,1696.36526,1696.95,1697.26727,1697.44678,1697.6479,1698.03,1703.18398,1714.56074,1727.60962,1737.78,1745.18287,1752.19425,1757.661,1760.43,1761.16874,1761.55424,1761.94762,1762.71,1767.25099,1776.53956,1787.27585,1796.16,1803.54099,1810.92202,1816.73453,1819.41,1819.93074,1820.31705,1820.55733,1820.64,1817.76275,1810.78983,1802.20949,1794.51,1788.79058,1783.57786,1777.50122,1769.19,1752.26241,1726.41763,1699.40655,1678.98,1665.22801,1653.27868,1643.44001,1636.02,1630.72141,1626.57594,1622.88499,1618.95,1614.48102,1609.88511,1605.50914,1601.7,1598.01932,1594.35495,1591.54311,1590.42,1590.82039,1591.91521,1593.54493,1595.55,1599.09093,1605.00291,1612.63844,1621.35,1630.4901,1639.41123,1647.4659
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-34.3755169,-120.062939,-250.603024,-430.67732,-719.357359,-1070.68386,-1378.54427,-1482.34285,-1452.35399,-1501.50664,-1653.91517,-1844.28376,-2283.97706,-2817.02212,-3308.39342,-3882.21398,-3507.92558,-3426.49384,-3498.5756,-3991.0147,-3718.24672,-3741.56725,-3691.91051,-3560.76857,-3567.29861,-3636.81669,-3741.17724,-4137.36032,-4373.9333,-4753.81514,-5109.20973,-5305.60643,-5076.14324,-4238.60448,-2885.39784,-2511.52128,-2570.10564,-2911.41242,-3008.73156,-2808.52959,-2630.4488,-2637.18784,-2360.1199,-2157.17198,-2000.56344,-1834.11863,-1397.06136,-1090.94832,-890.122994,-594.85575,-478.989132,-349.274192,-275.523251,-138.936244,-38.8544274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-38.8544274,-138.936244,-275.523251,-349.274192,-478.989132,-594.85575,-890.122994,-1090.94832,-1397.06136,-1834.11863,-2000.56344,-2157.17198,-2360.1199,-2637.18784,-2630.4488,-2808.52959,-3008.73156,-2911.41242,-2570.10564,-2511.52128,-2885.39784,-4238.60448,-5076.14324,-5305.60643,-5109.20973,-4753.81514,-4373.9333,-4137.36032,-3741.17724,-3636.81669,-3567.29861,-3560.76857,-3691.91051,-3741.56725,-3718.24672,-3991.0147,-3498.5756,-3426.49384,-3507.92558,-3882.21398,-3308.39342,-2817.02212,-2283.97706,-1844.28376,-1653.91517,-1501.50664,-1452.35399,-1482.34285,-1378.54427,-1070.68386,-719.357359,-430.67732,-250.603024,-120.062939,-34.3755169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1255.77643,1195.32052,1135.22099,1077.18875,1022.93473,974.169861,932.605059,899.95125,873.232081,849.637615,831.128405,819.665,812.783845,807.118383,803.274667,801.85875,804.630237,812.084174,822.929774,835.87625,856.144078,887.530161,926.60835,969.9525,1025.61543,1095.87087,1168.62399,1231.78,1288.10027,1343.1183,1388.8975,1417.50125,1433.9495,1447.554,1456.81587,1460.23625,1457.68289,1451.46907,1443.76415,1436.7375,1429.59698,1421.64155,1415.17722,1412.51,1414.46196,1418.85303,1423.48603,1426.16375,1427.06041,1427.77509,1428.24785,1428.41875,1424.2637,1414.49351,1403.15063,1394.2775,1387.62585,1381.17024,1376.28732,1374.35375,1375.18776,1377.44403,1380.75391,1384.74875,1391.05649,1401.0686,1414.06172,1429.3125,1450.32769,1478.97014,1512.05065,1546.38,1582.53499,1622.31917,1664.38345,1707.37875,1751.71582,1797.99293,1845.14233,1892.09625,1947.51866,2008.99763,2058.85153,2079.39875,2076.67838,2069.03692,2057.25388,2042.10875,2001.75022,1926.28631,1834.43549,1744.91625,1660.21662,1570.57536,1476.33705,1377.84625,1377.84625,1476.33705,1570.57536,1660.21662,1744.91625,1834.43549,1926.28631,2001.75022,2042.10875,2057.25388,2069.03692,2076.67838,2079.39875,2058.85153,2008.99763,1947.51866,1892.09625,1845.14233,1797.99293,1751.71582,1707.37875,1664.38345,1622.31917,1582.53499,1546.38,1512.05065,1478.97014,1450.32769,1429.3125,1414.06172,1401.0686,1391.05649,1384.74875,1380.75391,1377.44403,1375.18776,1374.35375,1376.28732,1381.17024,1387.62585,1394.2775,1403.15063,1414.49351,1424.2637,1428.41875,1428.24785,1427.77509,1427.06041,1426.16375,1423.48603,1418.85303,1414.46196,1412.51,1415.17722,1421.64155,1429.59698,1436.7375,1443.76415,1451.46907,1457.68289,1460.23625,1456.81587,1447.554,1433.9495,1417.50125,1388.8975,1343.1183,1288.10027,1231.78,1168.62399,1095.87087,1025.61543,969.9525,926.60835,887.530161,856.144078,835.87625,822.929774,812.084174,804.630237,801.85875,803.274667,807.118383,812.783845,819.665,831.128405,849.637615,873.232081,899.95125,932.605059,974.169861,1022.93473,1077.18875,1135.22099,1195.32052,1255.77643
20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,10000,10000,10000,10000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,10000,10000,10000,10000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,10000,10000,10000,10000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,10000,10000,10000,10000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000

